rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
679,4100,Food & Beverage,Luca Garavoglia,"54,0",Italy,Milan,Spirits,Food & Beverage,Italy,nan,False,U,M,2/27/1969 0:00,Garavoglia,Luca,nan,4/4/2023 5:01,nan,nan,"1969,0","2,0","27,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
679,4100,Manufacturing,Antti Herlin,"66,0",Finland,Kirkkonummi,Elevators. escalators,Manufacturing,Finland,nan,False,D,M,11/14/1956 0:00,Herlin,Antti,nan,4/4/2023 5:01,nan,nan,"1956,0","11,0","14,0","112,33","1,0",268.761.201.365 ,"88,2","100,2","81,7","20,8","36,6","5520314,0","61,92411","25,748151"
679,4100,Manufacturing,Hong Jie,"55,0",China,Putian,Paint,Manufacturing,China,nan,True,U,M,10/1/1967 0:00,Hong,Jie,nan,4/4/2023 5:01,nan,nan,"1967,0","10,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
679,4100,Service,Jeremy Jacobs. Sr & family,"83,0",United States,East Aurora,Food service,Service,United States,nan,False,U,M,1/21/1940 0:00,Jacobs,Jeremy,nan,4/4/2023 5:01,New York,Northeast,"1940,0","1,0","21,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
679,4100,Fashion & Retail,Igor Kesaev,"56,0",Russia,Moscow,Tobacco distribution. retail,Fashion & Retail,Russia,nan,True,U,M,10/30/1966 0:00,Kesaev,Igor,nan,4/4/2023 5:01,nan,nan,"1966,0","10,0","30,0","180,75","4,5",1.699.876.578.871 ,"81,9","102,6","72,7","11,4","46,2","144373535,0","61,52401","105,318756"
679,4100,Food & Beverage,Mary Alice Dorrance Malone,"73,0",United States,Coatesville,Campbell Soup,Food & Beverage,United States,nan,False,U,F,2/3/1950 0:00,Malone,Mary Alice Dorrance,nan,4/4/2023 5:01,Pennsylvania,Northeast,"1950,0","2,0","3,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
679,4100,Diversified,Joao Moreira Salles,"61,0",Brazil,Rio de Janeiro,Banking. minerals,Diversified,Brazil,nan,False,U,M,1/1/1962 0:00,Moreira Salles,Joao,nan,4/4/2023 5:01,nan,nan,"1962,0","1,0","1,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
679,4100,Finance & Investments,Walther Moreira Salles Junior,"66,0",Brazil,Rio de Janeiro,Banking. minerals,Finance & Investments,Brazil,nan,False,U,M,4/12/1956 0:00,Moreira Salles Junior,Walther,nan,4/4/2023 5:01,nan,nan,"1956,0","4,0","12,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
679,4100,Sports,Arturo Moreno,"76,0",United States,Phoenix,Billboards. Los Angeles Angels,Sports,United States,nan,True,U,M,8/14/1946 0:00,Moreno,Arturo,nan,4/4/2023 5:01,Arizona,West,"1946,0","8,0","14,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
679,4100,Manufacturing,Peter Spuhler,"63,0",Switzerland,Weiningen,Train cars,Manufacturing,Switzerland,nan,True,D,M,9/1/1959 0:00,Spuhler,Peter,nan,4/4/2023 5:01,nan,nan,"1959,0","9,0","1,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
679,4100,Real Estate,Donald Sterling,"88,0",United States,Beverly Hills,Real estate,Real Estate,United States,nan,True,U,M,4/26/1934 0:00,Sterling,Donald,nan,4/4/2023 5:01,California,West,"1934,0","4,0","26,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
679,4100,Diversified,Kerry Stokes,"82,0",Australia,Perth,Construction equipment. media,Diversified,Australia,nan,True,D,M,9/13/1940 0:00,Stokes,Kerry,nan,4/4/2023 5:01,nan,nan,"1940,0","9,0","13,0","119,8","1,6",1.392.680.589.329 ,"113,1","100,3","82,7","23,0","47,4","25766605,0","-25,274398","133,775136"
679,4100,Technology,Ken Xie,"60,0",United States,Los Altos Hills,Cybersecurity,Technology,United States,nan,True,D,M,1/26/1963 0:00,Xie,Ken,nan,4/4/2023 5:01,California,West,"1963,0","1,0","26,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
679,4100,Healthcare,Liangzhi Xie & family,"57,0",China,Beijing,Biotech,Healthcare,China,nan,True,D,M,1/1/1966 0:00,Xie,Liangzhi,nan,4/4/2023 5:01,nan,nan,"1966,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
699,4000,Energy,Sid Bass,"80,0",United States,Fort Worth,Oil. investments,Energy,United States,nan,False,U,M,4/9/1942 0:00,Bass,Sid,nan,4/4/2023 5:01,Texas,South,"1942,0","4,0","9,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Technology,Ben Chestnut,"48,0",United States,Atlanta,Email marketing,Technology,United States,nan,True,D,M,6/15/1974 0:00,Chestnut,Ben,nan,4/4/2023 5:01,Georgia,South,"1974,0","6,0","15,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Food & Beverage,Elisabeth DeLuca & family,"75,0",United States,nan,Subway,Food & Beverage,United States,nan,False,N,F,7/25/1947 0:00,DeLuca,Elisabeth,nan,4/4/2023 5:01,nan,South,"1947,0","7,0","25,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Diversified,Guangchang Guo,"56,0",China,Shanghai,Conglomerate,Diversified,China,nan,True,D,M,2/16/1967 0:00,Guo,Guangchang,nan,4/4/2023 5:01,nan,nan,"1967,0","2,0","16,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
699,4000,Manufacturing,Vinod Rai Gupta,"77,0",India,Delhi,Electrical equipment,Manufacturing,India,nan,False,U,F,9/15/1945 0:00,Gupta,Vinod Rai,nan,4/4/2023 5:01,nan,nan,"1945,0","9,0","15,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
699,4000,Sports,John Henry,"73,0",United States,Boca Raton,Sports,Sports,United States,nan,True,U,M,9/13/1949 0:00,Henry,John,nan,4/4/2023 5:01,Florida,South,"1949,0","9,0","13,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Technology,Travis Kalanick,"46,0",United States,Los Angeles,Uber,Technology,United States,"Uber Technologies Inc,",True,U,M,8/6/1976 0:00,Kalanick,Travis,Cofounder,4/4/2023 5:01,California,West,"1976,0","8,0","6,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Manufacturing,Koon Poh Keong,"61,0",Malaysia,Petaling Jaya,Aluminum,Manufacturing,Malaysia,nan,True,D,M,4/25/1961 0:00,Koon,Poh Keong,nan,4/4/2023 5:01,nan,nan,"1961,0","4,0","25,0","121,46","0,7",364.701.517.788 ,"45,1","105,3","76,0","12,0","38,7","32447385,0","4,210484","101,975766"
699,4000,Technology,Dan Kurzius,"51,0",United States,Atlanta,Email marketing,Technology,United States,nan,True,D,M,12/1/1971 0:00,Kurzius,Dan,nan,4/4/2023 5:01,Georgia,South,"1971,0","12,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Manufacturing,Paul Lee,"65,0",China,Yuxi,Battery separators,Manufacturing,United States,nan,True,D,M,1/1/1958 0:00,Lee,Paul,nan,4/4/2023 5:01,nan,nan,"1958,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
699,4000,Technology,Tobi Lutke,"42,0",Canada,Ottawa,E-commerce,Technology,Canada,nan,True,D,M,7/16/1980 0:00,Lutke,Tobi,nan,4/4/2023 5:01,nan,nan,"1980,0","7,0","16,0","116,76","1,9",1.736.425.629.520 ,"68,9","100,9","81,9","12,8","24,5","36991981,0","56,130366","-106,346771"
699,4000,Automotive,Gail Miller,"79,0",United States,Salt Lake City,Car dealerships,Automotive,United States,nan,True,U,F,10/14/1943 0:00,Miller,Gail,nan,4/4/2023 5:01,Utah,West,"1943,0","10,0","14,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Telecom,Rajan Mittal,"63,0",India,Delhi,Telecom,Telecom,India,nan,False,Split Family Fortune,M,1/5/1960 0:00,Mittal,Rajan,nan,4/4/2023 5:01,nan,nan,"1960,0","1,0","5,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
699,4000,Telecom,Rakesh Mittal,"67,0",India,Delhi,Telecom,Telecom,India,nan,False,Split Family Fortune,M,9/18/1955 0:00,Mittal,Rakesh,nan,4/4/2023 5:01,nan,nan,"1955,0","9,0","18,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
699,4000,Media & Entertainment,Isaac Perlmutter,"80,0",United States,Palm Beach,Marvel comics,Media & Entertainment,United States,Marvel Entertainment,True,D,M,12/1/1942 0:00,Perlmutter,Isaac,Chairman,4/4/2023 5:01,Florida,South,"1942,0","12,0","1,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Finance & Investments,Bernard Saul. II,"90,0",United States,Chevy Chase,Banking. real estate,Finance & Investments,United States,Saul Centers,False,U,M,4/15/1932 0:00,Saul,Bernard,Chairman and CEO,4/4/2023 5:01,Maryland,South,"1932,0","4,0","15,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Telecom,Shaul Shani,"68,0",Italy,Milan,Telecom,Telecom,Israel,nan,True,D,M,1/1/1955 0:00,Shani,Shaul,nan,4/4/2023 5:01,nan,nan,"1955,0","1,0","1,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
699,4000,Media & Entertainment,Steven Spielberg,"76,0",United States,Pacific Palisades,Movies,Media & Entertainment,United States,nan,True,U,M,12/18/1946 0:00,Spielberg,Steven,nan,4/4/2023 5:01,California,West,"1946,0","12,0","18,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
699,4000,Healthcare,Jerzy Starak,"75,0",Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,nan,True,E,M,12/12/1947 0:00,Starak,Jerzy,nan,4/4/2023 5:01,nan,nan,"1947,0","12,0","12,0","114,11","2,2",592.164.400.688 ,"67,8","100,0","77,6","17,4","40,8","37970874,0","51,919438","19,145136"
699,4000,Energy,Torbjorn Tornqvist,"69,0",Switzerland,Geneva,Oil trading,Energy,Sweden,nan,True,U,M,11/8/1953 0:00,Tornqvist,Torbjorn,nan,4/4/2023 5:01,nan,nan,"1953,0","11,0","8,0","99,55","0,4",703.082.435.360 ,"59,6","105,2","83,6","10,1","28,8","8574832,0","46,818188","8,227512"
699,4000,Metals & Mining,Rufino Vigil Gonzalez,"74,0",Mexico,Mexico City,Steel,Metals & Mining,Mexico,nan,True,U,M,6/1/1948 0:00,Vigil Gonzalez,Rufino,nan,4/4/2023 5:01,nan,nan,"1948,0","6,0","1,0","141,54","3,6",1.258.286.717.125 ,"40,2","105,8","75,0","13,1","55,1","126014024,0","23,634501","-102,552784"
699,4000,Diversified,Zhang Daocai,"73,0",China,Shaoxing,Valves,Diversified,China,nan,True,U,M,1/1/1950 0:00,Zhang,Daocai,nan,4/4/2023 5:01,nan,nan,"1950,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
721,3900,Manufacturing,Juergen Blickle,"76,0",Germany,Bruchsal,Auto parts,Manufacturing,Germany,nan,False,D,M,1/1/1947 0:00,Blickle,Juergen,nan,4/4/2023 5:01,nan,nan,"1947,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
721,3900,Food & Beverage,Austen Cargill. II,"72,0",United States,Livingston,Cargill,Food & Beverage,United States,nan,False,D,M,3/9/1951 0:00,Cargill,Austen,nan,4/4/2023 5:01,Montana,West,"1951,0","3,0","9,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Food & Beverage,James Cargill. II,"73,0",United States,Birchwood,Cargill,Food & Beverage,United States,nan,False,D,M,4/7/1949 0:00,Cargill,James,nan,4/4/2023 5:01,Wisconsin,Midwest,"1949,0","4,0","7,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Finance & Investments,Vanich Chaiyawan,"91,0",Thailand,Bangkok,Insurance. beverages,Finance & Investments,Thailand,nan,True,U,M,1/1/1932 0:00,Chaiyawan,Vanich,nan,4/4/2023 5:01,nan,nan,"1932,0","1,0","1,0","113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
721,3900,Finance & Investments,Chen Dongsheng,"65,0",China,Beijing,Insurance,Finance & Investments,China,nan,True,U,M,12/1/1957 0:00,Chen,Dongsheng,nan,4/4/2023 5:01,nan,nan,"1957,0","12,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
721,3900,Automotive,Mong-Koo Chung,"85,0",South Korea,Seoul,Hyundai,Automotive,South Korea,nan,False,D,M,3/19/1938 0:00,Chung,Mong-Koo,nan,4/4/2023 5:01,nan,nan,"1938,0","3,0","19,0","115,16","0,4",2.029.000.000.000 ,"94,3","98,1","82,6","15,6","33,2","51709098,0","35,907757","127,766922"
721,3900,Finance & Investments,Kenneth Dart,"67,0",Cayman Islands,George Town,Investments,Finance & Investments,Belize,nan,False,U,M,4/21/1955 0:00,Dart,Kenneth,nan,4/4/2023 5:01,nan,nan,"1955,0","4,0","21,0","130,3","2,92",nan,"50,6","103,08","77,0","9,4","59,2","1397715000,0",nan,nan
721,3900,Fashion & Retail,Giuseppe De'Longhi & family,"83,0",Italy,Treviso,Coffee makers,Fashion & Retail,Italy,nan,False,D,M,4/24/1939 0:00,De'Longhi,Giuseppe,nan,4/4/2023 5:01,nan,nan,"1939,0","4,0","24,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
721,3900,Healthcare,Guenther Fielmann & family,"83,0",Germany,Hamburg,Optometry,Healthcare,Germany,nan,True,D,M,9/17/1939 0:00,Fielmann,Guenther,nan,4/4/2023 5:01,nan,nan,"1939,0","9,0","17,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
721,3900,Energy,"W, Herbert Hunt","94,0",United States,Dallas,Oil,Energy,United States,nan,False,D,M,3/6/1929 0:00,Hunt,"W, Herbert",Investor,4/4/2023 5:01,Texas,South,"1929,0","3,0","6,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Sports,James Irsay,"63,0",United States,Carmel,Indianapolis Colts,Sports,United States,Indianapolis Colts,False,U,M,6/13/1959 0:00,Irsay,James,CEO,4/4/2023 5:01,Indiana,Midwest,"1959,0","6,0","13,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Diversified,Somurai Jaruphnit,"83,8",Thailand,Bangkok,Diversified,Diversified,Thailand,nan,False,N,F,nan,Jaruphnit,Somurai,nan,4/4/2023 5:01,nan,nan,nan,nan,nan,"113,27","0,7",543.649.976.166 ,"49,3","99,8","76,9","14,9","29,5","69625582,0","15,870032","100,992541"
721,3900,Food & Beverage,Marianne Liebmann,"69,0",United States,Bozeman,Cargill,Food & Beverage,United States,nan,False,D,F,7/11/1953 0:00,Liebmann,Marianne,nan,4/4/2023 5:01,Montana,West,"1953,0","7,0","11,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Healthcare,Jorge Moll Filho & family,"78,0",Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,nan,True,D,M,1/1/1945 0:00,Moll Filho,Jorge,nan,4/4/2023 5:01,nan,nan,"1945,0","1,0","1,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
721,3900,Diversified,Fernando Roberto Moreira Salles,"76,0",Brazil,Sao Paulo,Banking. minerals,Diversified,Brazil,nan,False,U,M,5/29/1946 0:00,Moreira Salles,Fernando Roberto,nan,4/4/2023 5:01,nan,nan,"1946,0","5,0","29,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
721,3900,Diversified,Pedro Moreira Salles,"63,0",Brazil,Sao Paulo,Banking. minerals,Diversified,Brazil,nan,False,U,M,10/20/1959 0:00,Moreira Salles,Pedro,nan,4/4/2023 5:01,nan,nan,"1959,0","10,0","20,0","167,4","3,7",1.839.758.040.766 ,"51,3","115,4","75,7","14,2","65,1","212559417,0","-14,235004","-51,92528"
721,3900,Gambling & Casinos,Gabe Newell,"60,0",United States,Seattle,Videogames,Gambling & Casinos,United States,Valve Corporation,True,E,M,11/3/1962 0:00,Newell,Gabe,Cofounder and CEO,4/4/2023 5:01,Washington,West,"1962,0","11,0","3,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Fashion & Retail,Alfred Oetker,"56,0",Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,nan,False,U,M,1/1/1967 0:00,Oetker,Alfred,nan,4/4/2023 5:01,nan,nan,"1967,0","1,0","1,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
721,3900,Fashion & Retail,Carl Ferdinand Oetker,"50,0",Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,nan,False,U,M,10/3/1972 0:00,Oetker,Carl Ferdinand,nan,4/4/2023 5:01,nan,nan,"1972,0","10,0","3,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
721,3900,Fashion & Retail,Julia Oetker,"44,0",Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,nan,False,U,F,1/26/1979 0:00,Oetker,Julia,nan,4/4/2023 5:01,nan,nan,"1979,0","1,0","26,0","112,85","1,4",3.845.630.030.824 ,"70,2","104,0","80,9","11,5","48,8","83132799,0","51,165691","10,451526"
721,3900,Manufacturing,Ruan Hongliang & family,"62,0",China,Jiaxing,Glass,Manufacturing,China,nan,True,D,M,1/1/1961 0:00,Ruan,Hongliang,nan,4/4/2023 5:01,nan,nan,"1961,0","1,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
721,3900,Finance & Investments,Mark Stevens,"63,0",United States,Steamboat Springs,Venture capital,Finance & Investments,United States,nan,True,D,M,2/17/1960 0:00,Stevens,Mark,nan,4/4/2023 5:01,Colorado,West,"1960,0","2,0","17,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
721,3900,Finance & Investments,Tsai Hong-tu,"70,0",Taiwan,Taipei,Finance,Finance & Investments,Taiwan,nan,False,D,M,8/1/1952 0:00,Tsai,Hong-tu,nan,4/4/2023 5:01,nan,nan,"1952,0","8,0","1,0","123,512","3,82",nan,"58,120000000000005","103,08","77,3","9,44","54,68000000000001","1177560455,4",nan,nan
721,3900,Food & Beverage,Nusli Wadia,"79,0",India,Mumbai,Consumer goods,Food & Beverage,India,nan,False,U,M,2/15/1944 0:00,Wadia,Nusli,nan,4/4/2023 5:01,nan,nan,"1944,0","2,0","15,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
721,3900,Healthcare,Wu Yiling,"73,0",China,Shijiazhuang,Pharmaceuticals,Healthcare,China,nan,True,E,M,10/24/1949 0:00,Wu,Yiling,nan,4/4/2023 5:01,nan,nan,"1949,0","10,0","24,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
721,3900,Manufacturing,Yu Renrong,"57,0",China,Ningbo,Semiconductors,Manufacturing,China,nan,True,D,M,4/1/1966 0:00,Yu,Renrong,nan,4/4/2023 5:01,nan,nan,"1966,0","4,0","1,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
721,3900,Healthcare,Zhu Baoguo & family,"60,0",China,Shenzhen,Pharmaceuticals,Healthcare,China,nan,True,D,M,4/25/1962 0:00,Zhu,Baoguo,nan,4/4/2023 5:01,nan,nan,"1962,0","4,0","25,0","125,08","2,9",19.910.000.000.000 ,"50,6","100,2","77,0","9,4","59,2","1397715000,0","35,86166","104,195397"
748,3800,Service,Rahul Bhatia,"63,0",India,Delhi,Aviation,Service,India,nan,False,Split Family Fortune,M,6/10/1959 0:00,Bhatia,Rahul,nan,4/4/2023 5:01,nan,nan,"1959,0","6,0","10,0","180,44","7,7",2.611.000.000.000 ,"28,1","113,0","69,4","11,2","49,7","1366417754,0","20,593684","78,96288"
748,3800,Construction & Engineering,Francesco Gaetano Caltagirone,"80,0",Italy,Rome,Cement. diversified,Construction & Engineering,Italy,nan,True,D,M,3/21/1943 0:00,Caltagirone,Francesco Gaetano,nan,4/4/2023 5:01,nan,nan,"1943,0","3,0","21,0","110,62","0,6",2.001.244.392.042 ,"61,9","101,9","82,9","24,3","59,1","60297396,0","41,87194","12,56738"
748,3800,Media & Entertainment,Barry Diller,"81,0",United States,New York,Online media,Media & Entertainment,United States,nan,True,D,M,2/2/1942 0:00,Diller,Barry,nan,4/4/2023 5:01,New York,Northeast,"1942,0","2,0","2,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
748,3800,Finance & Investments,Wesley Edens,"61,0",United States,New York,Investments,Finance & Investments,United States,nan,True,U,M,10/31/1961 0:00,Edens,Wesley,nan,4/4/2023 5:01,New York,Northeast,"1961,0","10,0","31,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
748,3800,Finance & Investments,Stephen Feinberg,"63,0",United States,New York,Private equity,Finance & Investments,United States,Cerberus Capital Management,True,U,M,3/29/1960 0:00,Feinberg,Stephen,Co-founder and CEO,4/4/2023 5:01,New York,Northeast,"1960,0","3,0","29,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
748,3800,Service,Rakesh Gangwal,"69,0",United States,Miami,Airline,Service,United States,nan,True,D,M,7/25/1953 0:00,Gangwal,Rakesh,nan,4/4/2023 5:01,Florida,South,"1953,0","7,0","25,0","117,24","7,5",21.427.700.000.000 ,"88,2","101,8","78,5","9,6","36,6","328239523,0","37,09024","-95,712891"
